theta_over_pi,phi_over_pi,data,error
0,0,1.2785,0.031531730050855
0,0.0625,1.2682,0.0247648945081541
0,0.125,1.2718,0.029536756761703
0,0.1875,1.2727,0.0273590935522359
0,0.25,1.2843,0.0336535287897123
0,0.3125,1.2708,0.0303935848494381
0,0.375,1.2661,0.0238503668734885
0,0.4375,1.2685,0.0237191905426808
0,0.5,1.2725,0.0300986710670088
0,0.5625,1.2777,0.033895427420229
0,0.625,1.2614,0.0225162163784239
0,0.6875,1.2772,0.030634131291747
0,0.75,1.2894,0.0374598451678596
0,0.8125,1.2701,0.0266557686064387
0,0.875,1.2742,0.02804014978562
0,0.9375,1.2764,0.0324593592050121
0,1,1.2655,0.0248712685643495
0.0625,0,1.2742,0.0274548720630783
0.0625,0.0625,1.2821,0.0296905708938041
0.0625,0.125,1.2717,0.0232228335911016
0.0625,0.1875,1.2754,0.0316968452688908
0.0625,0.25,1.2705,0.0308084404019418
0.0625,0.3125,1.2623,0.0266728326204773
0.0625,0.375,1.2551,0.0290337734371544
0.0625,0.4375,1.2584,0.035949408896392
0.0625,0.5,1.2451,0.0256912436444794
0.0625,0.5625,1.229,0.0204943894761469
0.0625,0.625,1.2323,0.0240831891575844
0.0625,0.6875,1.2261,0.0280959071752454
0.0625,0.75,1.2315,0.0279644417072825
0.0625,0.8125,1.2137,0.0195028203088681
0.0625,0.875,1.2266,0.0302925733472742
0.0625,0.9375,1.2175,0.0279873185568036
0.0625,1,1.2155,0.0263751777245197
0.125,0,1.2746,0.0325129205086224
0.125,0.0625,1.2711,0.0302671439022579
0.125,0.125,1.2716,0.0262246067654026
0.125,0.1875,1.2634,0.0341252106220607
0.125,0.25,1.2375,0.0191603757791959
0.125,0.3125,1.2283,0.0283593018249745
0.125,0.375,1.2034,0.0250888421414779
0.125,0.4375,1.1905,0.0268627995562636
0.125,0.5,1.1716,0.0294159820505791
0.125,0.5625,1.1441,0.023165707414193
0.125,0.625,1.1326,0.0254011810749029
0.125,0.6875,1.1096,0.0254848974885126
0.125,0.75,1.0976,0.0223912929506092
0.125,0.8125,1.0863,0.0236603043091167
0.125,0.875,1.0805,0.0257126428046594
0.125,0.9375,1.0755,0.0274869059735721
0.125,1,1.0761,0.0259738329862961
0.1875,0,1.2792,0.0316362134270205
0.1875,0.0625,1.2644,0.0246521804309477
0.1875,0.125,1.2537,0.0215745220109277
0.1875,0.1875,1.2322,0.0244
0.1875,0.25,1.1965,0.0197517087868365
0.1875,0.3125,1.1683,0.0236579796263331
0.1875,0.375,1.1292,0.022736974292988
0.1875,0.4375,1.0927,0.0230158640941416
0.1875,0.5,1.0613,0.024960969532452
0.1875,0.5625,1.0266,0.0245367071955468
0.1875,0.625,0.9935,0.0238159610345668
0.1875,0.6875,0.9685,0.0251793566240284
0.1875,0.75,0.946,0.0229712864245779
0.1875,0.8125,0.9288,0.0224628582330922
0.1875,0.875,0.9146,0.0214580987042189
0.1875,0.9375,0.9034,0.0214462117867002
0.1875,1,0.9038,0.0219317121994613
0.25,0,1.2878,0.0370989218172174
0.25,0.0625,1.2641,0.0237497368406474
0.25,0.125,1.2371,0.0232206804379201
0.25,0.1875,1.2021,0.0230672928624058
0.25,0.25,1.1558,0.0286665310074309
0.25,0.3125,1.0925,0.0223089668070935
0.25,0.375,1.0417,0.0245507637355745
0.25,0.4375,0.9822,0.0212424104093673
0.25,0.5,0.9392,0.0240010416440621
0.25,0.5625,0.8867,0.0210867256822865
0.25,0.625,0.8535,0.0226497240601294
0.25,0.6875,0.8172,0.019746392075516
0.25,0.75,0.7876,0.016758579892103
0.25,0.8125,0.769,0.0173277234511635
0.25,0.875,0.7498,0.0175145653671451
0.25,0.9375,0.7439,0.0182101619981811
0.25,1,0.7386,0.0180005555469825
0.3125,0,1.2763,0.0308753947343188
0.3125,0.0625,1.2648,0.0294458825644604
0.3125,0.125,1.2216,0.0263370461517612
0.3125,0.1875,1.1628,0.0242161103400195
0.3125,0.25,1.1,0.0241696090162833
0.3125,0.3125,1.0203,0.0239286439231311
0.3125,0.375,0.9462,0.0220054538694389
0.3125,0.4375,0.8822,0.0207894203863407
0.3125,0.5,0.8194,0.019177069640589
0.3125,0.5625,0.7644,0.0180601771862847
0.3125,0.625,0.7217,0.0158533908044936
0.3125,0.6875,0.6853,0.0176139149538086
0.3125,0.75,0.6517,0.0153182897217672
0.3125,0.8125,0.6344,0.0156041661103693
0.3125,0.875,0.6166,0.0158911925291968
0.3125,0.9375,0.6065,0.0167764716195034
0.3125,1,0.6047,0.0156818366271302
0.375,0,1.2684,0.0229085137012421
0.375,0.0625,1.2536,0.0281618536321742
0.375,0.125,1.1938,0.0212002358477446
0.375,0.1875,1.1293,0.0266580194313081
0.375,0.25,1.0386,0.0215541179360231
0.375,0.3125,0.9491,0.021114213222377
0.375,0.375,0.8574,0.019785095400326
0.375,0.4375,0.7818,0.0190646269305224
0.375,0.5,0.7143,0.0165604951616793
0.375,0.5625,0.6609,0.0178241409330156
0.375,0.625,0.6149,0.0160131196211107
0.375,0.6875,0.577,0.0150960259671212
0.375,0.75,0.5453,0.0134951843262698
0.375,0.8125,0.5268,0.012986916493148
0.375,0.875,0.5079,0.0121807224744676
0.375,0.9375,0.5029,0.0137713470655561
0.375,1,0.4953,0.0121807224744676
0.4375,0,1.2703,0.032471833948824
0.4375,0.0625,1.2406,0.0209668786422776
0.4375,0.125,1.1694,0.020573040611441
0.4375,0.1875,1.081,0.0213883145666038
0.4375,0.25,0.9771,0.0212275764042907
0.4375,0.3125,0.8749,0.0171143214881572
0.4375,0.375,0.7799,0.0181592951405059
0.4375,0.4375,0.6971,0.0168442868652847
0.4375,0.5,0.6261,0.0153443800787128
0.4375,0.5625,0.5707,0.0127424487442563
0.4375,0.625,0.5274,0.0129123971438305
0.4375,0.6875,0.4905,0.0124036285013701
0.4375,0.75,0.461,0.0124903963107661
0.4375,0.8125,0.4411,0.0115849039702537
0.4375,0.875,0.4264,0.0107687557312811
0.4375,0.9375,0.4162,0.0104710123674839
0.4375,1,0.4147,0.010312269391361
0.5,0,1.262,0.0279508497187475
0.5,0.0625,1.2363,0.029119237627383
0.5,0.125,1.1509,0.0236078376815837
0.5,0.1875,1.0393,0.0200731163499839
0.5,0.25,0.9219,0.0176238474800482
0.5,0.3125,0.8106,0.0190646269305224
0.5,0.375,0.7104,0.0180346887968715
0.5,0.4375,0.6228,0.0124615408357073
0.5,0.5,0.5571,0.0149345237620756
0.5,0.5625,0.4977,0.011822859214251
0.5,0.625,0.4548,0.0106212052046837
0.5,0.6875,0.4221,0.0105076162853427
0.5,0.75,0.393,0.0102825094213427
0.5,0.8125,0.3732,0.008776810354565
0.5,0.875,0.3604,0.00829723447902974
0.5,0.9375,0.3507,0.0070725455106348
0.5,1,0.3491,0.00803016811779181
0.5625,0,1.2588,0.0261030649541389
0.5625,0.0625,1.222,0.0234968082938938
0.5625,0.125,1.126,0.0188663722002933
0.5625,0.1875,1.002,0.0221183182000803
0.5625,0.25,0.8682,0.0157165517846632
0.5625,0.3125,0.7519,0.0156697160152952
0.5625,0.375,0.6476,0.0158268758761797
0.5625,0.4375,0.5627,0.0130391717528377
0.5625,0.5,0.4953,0.0128269248068273
0.5625,0.5625,0.4399,0.00866833317310774
0.5625,0.625,0.3973,0.00843445315358379
0.5625,0.6875,0.3635,0.0067468511173732
0.5625,0.75,0.339,0.00774981290096739
0.5625,0.8125,0.3206,0.00610901792434757
0.5625,0.875,0.3067,0.00572663950323395
0.5625,0.9375,0.3014,0.00694763269034854
0.5625,1,0.297,0.00656284237202142
0.625,0,1.2466,0.0265936082546164
0.625,0.0625,1.2038,0.0203592730715024
0.625,0.125,1.0985,0.0241696090162833
0.625,0.1875,0.9662,0.0219063917613102
0.625,0.25,0.822,0.0161941347407016
0.625,0.3125,0.6975,0.0157543644746464
0.625,0.375,0.5968,0.014142135623731
0.625,0.4375,0.5106,0.0103576059009793
0.625,0.5,0.4463,0.0113437207299898
0.625,0.5625,0.3922,0.00796241169495773
0.625,0.625,0.3547,0.00922279784013506
0.625,0.6875,0.3206,0.00647190852840182
0.625,0.75,0.2975,0.00817851453504851
0.625,0.8125,0.2796,0.00657270111902257
0.625,0.875,0.2678,0.00656284237202142
0.625,0.9375,0.2595,0.00438553303487728
0.625,1,0.2583,0.00571682604248191
0.6875,0,1.2471,0.033095316889252
0.6875,0.0625,1.1993,0.029119237627383
0.6875,0.125,1.0711,0.0185334832128232
0.6875,0.1875,0.9277,0.0154741720295465
0.6875,0.25,0.7815,0.0150920508878019
0.6875,0.3125,0.6532,0.0117885537705013
0.6875,0.375,0.5502,0.0117545735779739
0.6875,0.4375,0.4677,0.0098655967888415
0.6875,0.5,0.4002,0.00837436564761772
0.6875,0.5625,0.3499,0.00505964425626938
0.6875,0.625,0.3136,0.00645368112010499
0.6875,0.6875,0.2817,0.00497292670366257
0.6875,0.75,0.2613,0.00495742876902935
0.6875,0.8125,0.2436,0.00440941039142425
0.6875,0.875,0.2337,0.00411340491563862
0.6875,0.9375,0.2267,0.00366890991985358
0.6875,1,0.2237,0.00412310562561766
0.75,0,1.2328,0.0260247958685557
0.75,0.0625,1.1804,0.0267320032919345
0.75,0.125,1.0527,0.0207966343430854
0.75,0.1875,0.8916,0.0163416645419003
0.75,0.25,0.7457,0.0150764717357875
0.75,0.3125,0.6113,0.0109836241741967
0.75,0.375,0.5123,0.0111462998344742
0.75,0.4375,0.4308,0.00866833317310774
0.75,0.5,0.3662,0.00720347138538081
0.75,0.5625,0.3182,0.0053160135440008
0.75,0.625,0.2802,0.00490407993409567
0.75,0.6875,0.2517,0.00315981012087749
0.75,0.75,0.2328,0.0045510548227856
0.75,0.8125,0.2148,0.00230008695487801
0.75,0.875,0.2049,0.00267402318613733
0.75,0.9375,0.1963,0.00130384048104053
0.75,1,0.1958,0.00238025208748989
0.8125,0,1.1906,0.0139086304142429
0.8125,0.0625,1.1515,0.0190682982984848
0.8125,0.125,1.0152,0.0150880747612147
0.8125,0.1875,0.8571,0.0136693086877135
0.8125,0.25,0.704,0.0121016527796825
0.8125,0.3125,0.5775,0.0115741090369842
0.8125,0.375,0.4758,0.00898220462915422
0.8125,0.4375,0.3963,0.00778781098897501
0.8125,0.5,0.3344,0.00547083174663596
0.8125,0.5625,0.2911,0.00608769250208979
0.8125,0.625,0.253,0.00286530975637888
0.8125,0.6875,0.2225,0.00136312141792285
0.8125,0.75,0.205,0.00294552202504072
0.8125,0.8125,0.1887,0.00157699080529978
0.8125,0.875,0.1792,0.00151644320698139
0.8125,0.9375,0.17228,0.00151211772028503
0.8125,1,0.1701,0.00127440182046324
0.875,0,1.1791,0.0245568727650733
0.875,0.0625,1.1169,0.0155769059828965
0.875,0.125,0.9892,0.0147959453905453
0.875,0.1875,0.8234,0.0124951990780459
0.875,0.25,0.672,0.0117085438889728
0.875,0.3125,0.5453,0.00873212459828644
0.875,0.375,0.4423,0.00732461603089204
0.875,0.4375,0.366,0.00566127194188728
0.875,0.5,0.303,0.0041629316592997
0.875,0.5625,0.2591,0.00226274169979695
0.875,0.625,0.2278,0.00290903764155777
0.875,0.6875,0.1998,0.00155322245670092
0.875,0.75,0.1814,0.0032218162579514
0.875,0.8125,0.1659,0.00138405202214366
0.875,0.875,0.1544,0.00100404183179786
0.875,0.9375,0.14727,0.00118152443901935
0.875,1,0.1451,0.00105621967412087
0.9375,0,1.1398,0.017079227148791
0.9375,0.0625,1.0831,0.0127137720602503
0.9375,0.125,0.945,0.00707106781186546
0.9375,0.1875,0.7891,0.0103580886267689
0.9375,0.25,0.6387,0.00928924108848512
0.9375,0.3125,0.5081,0.00613514466007121
0.9375,0.375,0.4066,0.00407062648740952
0.9375,0.4375,0.3343,0.00447772263544762
0.9375,0.5,0.2735,0.00214009345590328
0.9375,0.5625,0.2377,0.00375765884561117
0.9375,0.625,0.2017,0.00167705098312484
0.9375,0.6875,0.1762,0.0014060227594175
0.9375,0.75,0.1573,0.00121655250605964
0.9375,0.8125,0.144,0.00133701159306867
0.9375,0.875,0.1312,0.00149335193440795
0.9375,0.9375,0.1249,0.00166400120192265
0.9375,1,0.1216,0.00161644672043343
1,0,1.1142,0.0166676333053016
1,0.0625,1.0474,0.00850881895447312
1,0.125,0.9224,0.0102786185842262
1,0.1875,0.7643,0.00866487160897377
1,0.25,0.6115,0.00550363516232681
1,0.3125,0.4878,0.00551543289325506
1,0.375,0.3897,0.00510783711564884
1,0.4375,0.3114,0.00242074368738204
1,0.5,0.2623,0.00380788655293193
1,0.5625,0.2138,0.00186815416922694
1,0.625,0.1846,0.0017088007490635
1,0.6875,0.1586,0.00150850919785065
1,0.75,0.1408,0.00141152399908751
1,0.8125,0.1266,0.00150585523872649
1,0.875,0.1164,0.0013
1,0.9375,0.1096,0.00171058469536003
1,1,0.1068,0.00154857999470482
